LoanRange,BusinessName,State,Jobs,Date
"d $350,000-1 million","NAUTICAL CONTROL SOLUTIONS, LP",TX,21,4/14/20
"d $350,000-1 million",NAWLINS SEAFOOD SPORTSBAR LLC,TX,21,5/26/20
"d $350,000-1 million","NET EDGE MANAGEMENT, INC",TX,21,4/27/20
"d $350,000-1 million","NIMBIX, INC.",TX,21,4/27/20
"d $350,000-1 million","NOAH'S SERVICE & SUPPLY, LLC",TX,21,4/14/20
"d $350,000-1 million","NORTHWEST MACHINE, INC.",TX,21,4/29/20
"d $350,000-1 million","O'NEIL & OSGOOD SALON GROUP, INC",TX,21,5/1/20
"d $350,000-1 million","OAK FOREST VETERINARY SERVICES, INC.",TX,21,4/10/20
"d $350,000-1 million",OBC HOLDINGS INC.,TX,21,4/28/20
"d $350,000-1 million","OFFSHORE ANALYSIS &AMP; RESEARCH SOLUTIONS, L.L.C.",TX,21,5/1/20
"d $350,000-1 million","ONVISOURCE, INC",TX,21,4/16/20
"d $350,000-1 million",OPEN REALTY ADVISORS LLC,TX,21,4/6/20
"d $350,000-1 million","PEAK MECHANICAL SERVICES, INC.",TX,21,4/28/20
"d $350,000-1 million",PEERLESS MARKETING GROUP INC,TX,21,4/7/20
"d $350,000-1 million",PERCEPTION SCIENCE GROUP LLC,TX,21,4/12/20
"d $350,000-1 million","PERFORMANCE CONSTRUCTION, LLC",TX,21,4/7/20
"d $350,000-1 million",PETRO AMIGOS SUPPLY INC,TX,21,4/28/20
"d $350,000-1 million",PETTIT & ASSOCIATES LLC,TX,21,4/6/20
"d $350,000-1 million","PHARR CONSTRUCTION, INC.",TX,21,4/13/20
"d $350,000-1 million","REDI-CARPET SALES OF CALIFORNIA, LLC",TX,21,4/10/20
"d $350,000-1 million","REGIMENT, LLC",TX,21,4/27/20
"d $350,000-1 million",RESOURCE RESULTS,TX,21,5/3/20
"d $350,000-1 million","ROCKIN R INDUSTRIAL, LLC",TX,21,4/27/20
"d $350,000-1 million","RTX WIRELINE, LLC",TX,21,4/8/20
"d $350,000-1 million","S4 CONSULTANTS, INC.",TX,21,4/27/20
"d $350,000-1 million",SAN ANTONIO PREVENTATIVE & DIAGNOSTIC MEDICINE PA,TX,21,4/15/20
"d $350,000-1 million",SHRIDAR KOTTA MD PA,TX,21,4/15/20
"d $350,000-1 million","SK GLOBAL SOFTWARE, LLC",TX,21,4/29/20
"d $350,000-1 million","SMOOTH FUSION, INC.",TX,21,4/4/20
"d $350,000-1 million","SMR GULF COAST, INC.",TX,21,4/27/20
"d $350,000-1 million",SOUTHERN CARS AND TRUCKS INC,TX,21,6/28/20
"d $350,000-1 million",SPANKYS WRECKER SERVICE INC,TX,21,4/13/20
"d $350,000-1 million","STEPFARBY INVESTMENTS, LLC",TX,21,4/4/20
"d $350,000-1 million","STRATEGIC GROWTH, INC",TX,21,5/1/20
"d $350,000-1 million",SUCCEED LLC,TX,21,6/16/20
"d $350,000-1 million",SV TECHNOLGY SERVICES,TX,21,4/30/20
"d $350,000-1 million",TC4 CONCEPTS DEVELOPMENT LLC,TX,21,4/5/20
"d $350,000-1 million",TECNICS CONSULTING INC,TX,21,5/3/20
"d $350,000-1 million",TED B LYON & ASSOCIATES PC,TX,21,4/12/20
"d $350,000-1 million",TELECOM STAFFING LLC,TX,21,5/8/20
"d $350,000-1 million","TEXAS CONCRETE SAND AND GRAVEL, INC.",TX,21,4/5/20
"d $350,000-1 million","TEXAS GASTRO CONSULTANTS, P.A.",TX,21,4/6/20
"d $350,000-1 million","TEXAS INTRAOPERATIVE MONITORING, INC",TX,21,4/27/20
"d $350,000-1 million","TEXAS VALVE & FITTING CO., LLC",TX,21,4/9/20
"d $350,000-1 million",THREEARCH LLC,TX,21,4/28/20
"d $350,000-1 million",VP SALES & MANUFACTURING LP,TX,21,4/13/20
"d $350,000-1 million",WEIGHT LOSS SOTA LLC,TX,21,5/1/20
"d $350,000-1 million","WENZEL SPINE, INC.",TX,21,4/6/20
"d $350,000-1 million","WESTMORELAND BUILDERS, LLC",TX,21,4/8/20
"d $350,000-1 million",WF EMP INC,TX,21,4/9/20
"e $150,000-350,000","180 MULTIFAMILY MGMT, LLC",TX,21,5/1/20
"e $150,000-350,000","2 M POLHEMUS, LLC",TX,21,4/9/20
"e $150,000-350,000","3DPT, PLLC",TX,21,4/9/20
"e $150,000-350,000",4H ENERGY SERVICES LLC,TX,21,4/14/20
"e $150,000-350,000",A & A LANDSCAPE & MAINTENANCE OF TX LLC,TX,21,4/27/20
"e $150,000-350,000",A & P OIL AND GAS COMPANY LLC,TX,21,4/5/20
"e $150,000-350,000","A & S STEEL MFG GRP, LTD",TX,21,4/28/20
"e $150,000-350,000","A BRITE COMPANY, INC.",TX,21,4/6/20
"e $150,000-350,000",A-TEX RESTAURANT SUPPLY INC,TX,21,4/6/20
"e $150,000-350,000","AAI SUPPLIES & CONTRACTORS SERVICE, LLC",TX,21,4/7/20
"e $150,000-350,000",ABIDING CHOICE INC,TX,21,5/1/20
"e $150,000-350,000",ABILENE BOYS RANCH INC,TX,21,4/13/20
"e $150,000-350,000",ACCENT DENTAL ASSOCIATION PA,TX,21,5/3/20
"e $150,000-350,000",ACCUTURN MANUFACTURING INC.,TX,21,4/29/20
"e $150,000-350,000",ACIER MANAGEMENT LLC,TX,21,4/9/20
"e $150,000-350,000",ACR QUALITY COMMUNICATIONS INC,TX,21,4/27/20
"e $150,000-350,000","ACTION FINANCE, INC.",TX,21,4/28/20
"e $150,000-350,000","ACUTE AND CHRONIC PAIN MANAGEMENT CENTER, P. A.",TX,21,4/29/20
"e $150,000-350,000",ADAMSON & COMPANY LLC,TX,21,4/7/20
"e $150,000-350,000",ADULT AND PEDIATRIC UROLOGY OF HOUSTON,TX,21,4/7/20
"e $150,000-350,000","ADVANCED CLINICIAN MULTISPECIALY CLINICAL CONSULTANT SERVICES, PLLC",TX,21,4/15/20
"e $150,000-350,000","ADVANCED KIDNEY CARE OF NORTH TEXAS,PLLC",TX,21,5/3/20
"e $150,000-350,000",ADVANCED REFINISHING INC,TX,21,4/30/20
"e $150,000-350,000","ADVANCED SECURITY CONTRACTORS, INC.",TX,21,4/10/20
"e $150,000-350,000",ADVANCED SURGERY CENTER OF SAN ANTONIO,TX,21,4/7/20
"e $150,000-350,000","ADVANCED WOMEN'S HEALTHCARE, P.A.",TX,21,4/6/20
"e $150,000-350,000","ADW, INC.",TX,21,4/30/20
"e $150,000-350,000",AEGLE NUTRITION LLC,TX,21,4/30/20
"e $150,000-350,000",AEI DRAWBACK SERVICES INC,TX,21,4/28/20
"e $150,000-350,000","AESTHETIC AND HEALTHY SMILE, PA",TX,21,4/14/20
"e $150,000-350,000",AESTHETIC FAMILY DENTISTRY,TX,21,4/13/20
"e $150,000-350,000","AFFORDABLE ASPHALT PAVING, INC.",TX,21,4/13/20
"e $150,000-350,000","AGI MARKETING, INC",TX,21,4/9/20
"e $150,000-350,000","AGNEW ASSOCIATES, INC",TX,21,4/15/20
"e $150,000-350,000",AHAB BOWEN LLC,TX,21,4/10/20
"e $150,000-350,000",AIM CENTER FOR HEALTH AND WELLNESS PLLC,TX,21,5/3/20
"e $150,000-350,000",AIRGEN EQUIPMENT LLC,TX,21,4/8/20
"e $150,000-350,000","AJM CONSTRUCTION COMPANY, INCORPORATED",TX,21,6/4/20
"e $150,000-350,000","ALAMO LOT MAINTENANCE, INC.",TX,21,4/10/20
"e $150,000-350,000","ALBERTO D. DURAN, M.D.P.A.",TX,21,4/8/20
"e $150,000-350,000",ALCODE PLUMBING LLC,TX,21,4/9/20
"e $150,000-350,000",ALL-PRO FOUNDATION REPAIR,TX,21,4/15/20
"e $150,000-350,000",ALLEN HOTELS LP,TX,21,4/5/20
"e $150,000-350,000",ALLIANCE AUTOMOTIVE INC,TX,21,4/11/20
"e $150,000-350,000",ALLIED ELECTRICAL GROUP OF TEXAS INC,TX,21,4/27/20
"e $150,000-350,000",ALLPHATX.LLC,TX,21,4/30/20
"e $150,000-350,000","ALLSTATE COMMERCIAL FLOORING, LLC",TX,21,4/13/20
"e $150,000-350,000",ALPINE MATERIALS LLC,TX,21,4/14/20
"e $150,000-350,000",ALRAHMAN LLC DBA SHARY GARDENS PEDIATRICS OR DONNA CH,TX,21,5/1/20
"e $150,000-350,000",AMALFI TELECOM LLC,TX,21,4/28/20
"e $150,000-350,000",AMARILLO ARBORLOGICAL INC,TX,21,4/9/20
"e $150,000-350,000","AMARILLO ORAL SURGERY, LLC",TX,21,4/4/20
"e $150,000-350,000",AMSTILL CORPORATION,TX,21,4/14/20
"e $150,000-350,000",AMY'S FRIENDS,TX,21,4/28/20
"e $150,000-350,000",ANCHIA'S AUTOMOTIVE COMPANY,TX,21,4/8/20
"e $150,000-350,000","ANDERSON PRECISION COLLISION CENTER, LLC",TX,21,4/13/20
"e $150,000-350,000","ANDREWS AND FOSTER DRILLING COMPANY, INC",TX,21,4/6/20
"e $150,000-350,000","ANDRUS BROTHERS I, LTD.",TX,21,4/4/20
"e $150,000-350,000",ANNABELLE LOPEZ MD PA,TX,21,4/9/20
"e $150,000-350,000","ANNE MCGILVRAY & COMPNAY, INC.",TX,21,4/9/20
"e $150,000-350,000",ANRIGE INC.,TX,21,4/10/20
"e $150,000-350,000",ANTONIO WONG MD & ASSOCIATES PA,TX,21,4/14/20
"e $150,000-350,000","APEX FOUNDATION OF AUSTIN, LLC",TX,21,4/13/20
"e $150,000-350,000",APOLLO AVIATION INC,TX,21,5/1/20
"e $150,000-350,000",APONT LLC,TX,21,4/12/20
"e $150,000-350,000","APS PLASTICS, LP",TX,21,4/10/20
"e $150,000-350,000","ARATRANS, INC.",TX,21,5/1/20
"e $150,000-350,000","ARD WELL SERVICE, LLC",TX,21,4/12/20
"e $150,000-350,000","ARMOR SAFE TECHNOLOGIES, LLC",TX,21,4/30/20
"e $150,000-350,000",ARPCO VALVES & CONTROLS LLC,TX,21,4/13/20
"e $150,000-350,000",ARTHUR HAGAR AIR CONDITIONING,TX,21,5/1/20
"e $150,000-350,000","ASCRIBERX AMERICA, LLC",TX,21,4/9/20
"e $150,000-350,000","ASH AUTOMATED PACKAGING SYSTEMS, INCORPORATED",TX,21,4/28/20
"e $150,000-350,000","ASTRO MACHINE & TOOL WORKS, LLC",TX,21,4/16/20
"e $150,000-350,000","ATC PLASTICS, LLC",TX,21,4/27/20
"e $150,000-350,000",ATLAS GENERAL AGENCY LLC,TX,21,6/23/20
"e $150,000-350,000","AURORA CONCEPTS, PLLC",TX,21,4/8/20
"e $150,000-350,000",AUSTIN AREA COLOR NEW LLC,TX,21,4/6/20
"e $150,000-350,000",AUSTIN COMMUNITY FOUNDATION,TX,21,4/27/20
"e $150,000-350,000","AUSTIN CRC, INC.",TX,21,4/28/20
"e $150,000-350,000","AUSTIN NEUROPSYCHOLOGY, PLLC",TX,21,4/14/20
"e $150,000-350,000",AVA DC LLC,TX,21,4/11/20
"e $150,000-350,000","AVE TOWING, LLC",TX,21,4/10/20
"e $150,000-350,000",AYCOCK INC,TX,21,4/27/20
"e $150,000-350,000","B. G. METALS, INC.",TX,21,4/4/20
"e $150,000-350,000",BAILES & CO PC,TX,21,4/9/20
"e $150,000-350,000",BALLARD EXPLORATION COMPANY INC,TX,21,4/16/20
"e $150,000-350,000",BAPTIST SPANISH PUBLISHING HOUSE,TX,21,4/28/20
"e $150,000-350,000","BARCO WELL SERVICE, LP",TX,21,4/5/20
"e $150,000-350,000","BARRETT STEEL ENERGY PRODUCTS, INC.",TX,21,4/28/20
"e $150,000-350,000","BATY & ASSOCIATES, LLC",TX,21,4/15/20
"e $150,000-350,000","BAY AREA ENT SPECIALISTS, LLP",TX,21,4/27/20
"e $150,000-350,000","BAYNE MINERAL SYSTEMS, INC.",TX,21,4/6/20
"e $150,000-350,000","BAYSIDE VETERINARY MANAGEMENT, P.A.",TX,21,4/14/20
"e $150,000-350,000",BBIS INC,TX,21,4/14/20
"e $150,000-350,000",BCAC UNDERGROUND,TX,21,4/30/20
"e $150,000-350,000",BEALL SERVICE COMPANY LLC,TX,21,4/14/20
"e $150,000-350,000",BEAN BROTHERS LLC,TX,21,4/13/20
"e $150,000-350,000","BEC SOLUTIONS, INC",TX,21,4/28/20
"e $150,000-350,000","BEHIND EVERY DOOR MINISTRIES, INC.",TX,21,4/27/20
"e $150,000-350,000",BELLAIRE UNITED METHODIST CHURCH,TX,21,4/9/20
"e $150,000-350,000","BELO TANK XPRESS, LLC",TX,21,4/15/20
"e $150,000-350,000",BENDER PROPERTY MANAGEMENT INC.,TX,21,4/14/20
"e $150,000-350,000",BENGE TEXAS INC,TX,21,4/15/20
"e $150,000-350,000",BENNER'S CARRIAGE HOUSE INC,TX,21,4/9/20
"e $150,000-350,000","BIG STATE WAREHOUSE, INC.",TX,21,4/6/20
"e $150,000-350,000",BILLY'S LEASE SERVICE INC DBA JONES & ALLEN,TX,21,4/15/20
"e $150,000-350,000","BISON CREEK LAND SERVICES, LLC",TX,21,4/10/20
"e $150,000-350,000",BK EWC HOLDINGS LLC,TX,21,4/28/20
"e $150,000-350,000",BKT CONSTRUCTION INC,TX,21,5/3/20
"e $150,000-350,000","BLACKGOLD SERVICES, INC.",TX,21,4/29/20
"e $150,000-350,000",BLACKSWAN STEEL LLC,TX,21,4/13/20
"e $150,000-350,000","BLANN'S SEWER & DRAIN SERVICE, LLC",TX,21,4/10/20
"e $150,000-350,000","BLAZER SERVICES, LLC",TX,21,4/29/20
"e $150,000-350,000",BOBBY W ROYE,TX,21,4/28/20
"e $150,000-350,000","BOYD OPERATING COMPANY, LLC",TX,21,4/6/20
"e $150,000-350,000",BPMC: BACK PORCH MAIL CENTER LLC,TX,21,4/9/20
"e $150,000-350,000","BRASK T-4 RANCH, LLC",TX,21,4/9/20
"e $150,000-350,000",BRENCO INC,TX,21,4/9/20
"e $150,000-350,000","BROWN FOUNDATION REPAIR, LTD",TX,21,5/3/20
"e $150,000-350,000","BSZ MEDICAL, P.A.",TX,21,4/28/20
"e $150,000-350,000",BUDDY HANEY'S APPLIANCE INC,TX,21,4/5/20
"e $150,000-350,000","BUFKIN TRUCK SERVICE, LLC",TX,21,4/6/20
"e $150,000-350,000",BULLOCK BENNETT AND ASSOCIATES LLC,TX,21,4/15/20
"e $150,000-350,000","BURLESON MODERN DENTISTRY, PC",TX,21,4/30/20
"e $150,000-350,000","BWWGP, INC",TX,21,4/7/20
"e $150,000-350,000",BYRDADATTO PLLC,TX,21,4/15/20
"e $150,000-350,000","C & D MECHANICAL, LLC",TX,21,4/13/20
"e $150,000-350,000",C & S EXECUTIVE INC.,TX,21,4/15/20
"e $150,000-350,000","C.A.W. HVAC, INC.",TX,21,4/10/20
"e $150,000-350,000",CALHOUN BHELLA & SECHREST LLP,TX,21,4/28/20
"e $150,000-350,000","CAMPBELL & RIGGS, INC.",TX,21,4/13/20
"e $150,000-350,000","CAPITAL CONCEPTS, INC",TX,21,4/12/20
"e $150,000-350,000",CAPITAL STRATEGIES,TX,21,4/15/20
"e $150,000-350,000",CARGOWAYS WAREHOUSING & TRUCKING COMPANY INC.,TX,21,6/4/20
"e $150,000-350,000","CARL MILES FOOD SERVICE, INC.",TX,21,4/7/20
"e $150,000-350,000","CARLOS M. RIVERO, INC.",TX,21,4/28/20
"e $150,000-350,000","CARPET WORLD, INC",TX,21,4/13/20
"e $150,000-350,000","CARTHAGE HARDWOODS, LLC",TX,21,4/10/20
"e $150,000-350,000",CASE-REY LLC,TX,21,4/30/20
"e $150,000-350,000",CASTILLO-DURRETT ENTERPRISES LLC,TX,21,4/7/20
"e $150,000-350,000","CATE AND COMPANY, INC.",TX,21,4/4/20
"e $150,000-350,000",CATHEDRAL SANTUARIO DE GUADALUPE,TX,21,4/6/20
"e $150,000-350,000","CAVALIER FLOORS, LLC",TX,21,4/7/20
"e $150,000-350,000","CBBM HOSPITALITY, LLC",TX,21,4/14/20
"e $150,000-350,000",CECIL ATKISSION MOTORS INC,TX,21,4/9/20
"e $150,000-350,000","CENTERPOINT APARTMENTS, LTD",TX,21,4/9/20
"e $150,000-350,000",CENTRAL TEXAS DENTAL CARE LLP,TX,21,4/13/20
"e $150,000-350,000","CHAPARRAL WELDING & FABRICATION, INC.",TX,21,4/9/20
"e $150,000-350,000","CHARLES ANTHONY HOLDINGS, LP",TX,21,4/8/20
"e $150,000-350,000",CHARTER ROOFING CO INC.,TX,21,4/13/20
"e $150,000-350,000",CHEYNE EYE CENTER PA,TX,21,4/7/20
"e $150,000-350,000","CHICAGO FITNESS PARTNERS, LLC",TX,21,4/14/20
"e $150,000-350,000",CHILDREN'S HEALTHCARE ASSOCIATES LLP,TX,21,4/11/20
"e $150,000-350,000","CHRIS & PHIL'S BODY SHOP, INC.",TX,21,4/9/20
"e $150,000-350,000","CHRIST CHURCH IRVING, INC",TX,21,4/6/20
"e $150,000-350,000","CHRIST UNITED METHODIST CHURCH, FARMERS",TX,21,5/1/20
"e $150,000-350,000",CHRISTIAN BAY SHIPPING CO,TX,21,4/9/20
"e $150,000-350,000",CHURCH PROJECT,TX,21,4/10/20
"e $150,000-350,000","CIRCLE A. ELECTRIC, INC.",TX,21,4/9/20
"e $150,000-350,000","CIRCLE M RENTALS, LLC",TX,21,4/7/20
"e $150,000-350,000",CITY MEAT STEAK CO INC,TX,21,4/30/20
"e $150,000-350,000","CITYVIEW ANIMAL HOSPITAL, PLLC",TX,21,4/28/20
"e $150,000-350,000",CLARITY EYE CENTER PLLC,TX,21,4/7/20
"e $150,000-350,000",CLASSIC INDUSTRIES LP,TX,21,4/9/20
"e $150,000-350,000",CLASSIC TRUCK SALES LLC,TX,21,6/12/20
"e $150,000-350,000",CLAY STRUCTURES INC,TX,21,4/7/20
"e $150,000-350,000",CLEAN COAST SUPPLY LLC,TX,21,4/9/20
"e $150,000-350,000",COASTAL BEND BAYS & ESTUARIES PROGRAM INC,TX,21,4/13/20
"e $150,000-350,000",COBALT BLUE SALON LLC,TX,21,5/1/20
"e $150,000-350,000",CODYSUR GLOBAL FREIGHT INC,TX,21,4/15/20
"e $150,000-350,000","COFFEY FORAGE SEEDS, INC.",TX,21,4/15/20
"e $150,000-350,000",COLONIAL REAL ESTATE INC,TX,21,4/15/20
"e $150,000-350,000",COLT FIELD SERVICES,TX,21,4/6/20
"e $150,000-350,000","COMM AIR, INC.",TX,21,5/1/20
"e $150,000-350,000","COMPLIANCE ASSOCIATES, L.P.",TX,21,4/8/20
"e $150,000-350,000",CONCEPTUAL STEEL DESIGNS LLC,TX,21,5/3/20
"e $150,000-350,000","CONCRETE CORING COMPANY, INC.",TX,21,4/27/20
"e $150,000-350,000",CONGREGATION SHEARITH ISRAEL,TX,21,4/10/20
"e $150,000-350,000",CONOVORTEGA INC,TX,21,4/15/20
"e $150,000-350,000","CONROY TRACTOR, INC.",TX,21,4/14/20
"e $150,000-350,000",CONTACTWORKS LLC,TX,21,5/3/20
"e $150,000-350,000","COOKING EQUIPMENT SPECIALIST, LLC",TX,21,4/9/20
"e $150,000-350,000",COOPER CONSTRUCTION MANAGEMENT INC.,TX,21,4/15/20
"e $150,000-350,000",CORRIDOR TELEVISION LLP,TX,21,4/10/20
"e $150,000-350,000",COTECHNO GROUP INC,TX,21,6/5/20
"e $150,000-350,000",COURT APPOINTED SPECIAL ADVOCATES OF MONTGOMERY COUNTY,TX,21,4/10/20
"e $150,000-350,000",CRATEBIND LLC,TX,21,5/3/20
"e $150,000-350,000","CRAVE THIS, INC.",TX,21,4/14/20
"e $150,000-350,000",CRAYDEN DENNARD DDS AND RICARDO LUCIO DD,TX,21,5/3/20
"e $150,000-350,000","CRAZY MAKO MANAGEMENT, INC.",TX,21,5/13/20
"e $150,000-350,000",CREATIVE ALLOY PRODUCTS COMPANY INC,TX,21,4/14/20
"e $150,000-350,000","CREDIT LINE, INC",TX,21,4/4/20
"e $150,000-350,000",CROFT VENTURES LLC,TX,21,4/11/20
"e $150,000-350,000",CSMB LLC,TX,21,4/9/20
"e $150,000-350,000",CUBIX COMMERCIAL SOLUTIONS LLC,TX,21,4/30/20
"e $150,000-350,000",CURA EMERGENCY SERVICES,TX,21,4/13/20
"e $150,000-350,000",CUSTOM AIR CONDITIONING & SHEETMETAL INC,TX,21,4/27/20
"e $150,000-350,000","CUVELIER USED CARS, LTD.",TX,21,4/11/20
"e $150,000-350,000","CW PRINT SERVICES, INC.",TX,21,4/28/20
"e $150,000-350,000","D&S OILFIELD SERVICES, LLC",TX,21,4/9/20
"e $150,000-350,000",DAL-TEX SPECIALTY & MANUFACTURING CO.,TX,21,4/8/20
"e $150,000-350,000",DALLAS BUS TRUCK AND CAR SALES AND SERVICE INC.,TX,21,5/1/20
"e $150,000-350,000",DALLAS DOOR DESIGNS LLC,TX,21,5/3/20
"e $150,000-350,000",DALLAS INSURANCE EXCHANGE II INC.,TX,21,4/11/20
"e $150,000-350,000","DANA BROWN ENTERPRISES, INC.",TX,21,4/6/20
"e $150,000-350,000","DANCIE PERUGINI WARE PUBLIC RELATIONS, INC.",TX,21,4/13/20
"e $150,000-350,000",DANIEL A RESENDEZ INC,TX,21,5/1/20
"e $150,000-350,000","DANIEL'S PLUMBING AND DRAIN EXPERTS, LLC",TX,21,4/4/20
"e $150,000-350,000",DANN MARTIN OD PA,TX,21,4/7/20
"e $150,000-350,000","DARRYLE TAYLOR LAWN TECH, INC.",TX,21,4/28/20
"e $150,000-350,000",DAVID H. KEELS JR,TX,21,5/4/20
"e $150,000-350,000","DAVID N. SHELL, D.V.M., INC.",TX,21,4/28/20
"e $150,000-350,000","DAVID NICKLAS ORGAN DONOR AWARENESS FOUNDATION, INC",TX,21,4/9/20
"e $150,000-350,000","DEL'S GRASS FARM, LTD.",TX,21,4/27/20
"e $150,000-350,000",DELEGARD TOOL OF TEXAS,TX,21,4/15/20
"e $150,000-350,000",DENMAN ENTERPRISES,TX,21,4/8/20
"e $150,000-350,000",DENTAL SPECIAL CIRCUMSTANCES,TX,21,4/16/20
"e $150,000-350,000",DEVOS MANAGEMENT LLC,TX,21,4/14/20
"e $150,000-350,000",DFW WASTE OIL SERVICE INC,TX,21,4/13/20
"e $150,000-350,000","DIAMOND B FEEDYARD, LLC",TX,21,4/14/20
"e $150,000-350,000","DIAMOND READY MIX, INC.",TX,21,6/19/20
"e $150,000-350,000",DIGBY CONSTRUCTION INC,TX,21,4/27/20
"e $150,000-350,000",DIRECT OUTDOOR SUPPLIES INC.,TX,21,4/9/20
"e $150,000-350,000",DISCOVERY SURVEILLANCE INC,TX,21,4/7/20
"e $150,000-350,000",DISTRIBUTION EXPORT LOGISTICS,TX,21,4/7/20
"e $150,000-350,000","DMG MANAGEMENT, L.L.C.",TX,21,4/7/20
"e $150,000-350,000","DOUBLE A RENTAL, INC.",TX,21,4/11/20
"e $150,000-350,000","DOUBLE K WELL SERVICE, LP",TX,21,4/28/20
"e $150,000-350,000","DOWN AND DIRTY DITCHING, LLC",TX,21,4/9/20
"e $150,000-350,000","DOYLE LAW FIRM, LLC",TX,21,4/3/20
"e $150,000-350,000",DR. LUIS REYNOSO PA,TX,21,4/15/20
"e $150,000-350,000","DRAGON FINANCIAL GROUP, INC.",TX,21,4/14/20
"e $150,000-350,000",DRILLPOINT LLC,TX,21,5/1/20
"e $150,000-350,000",DYI LLC,TX,21,4/14/20
"e $150,000-350,000",DYNAMICS SOUTHWEST INC.,TX,21,4/11/20
"e $150,000-350,000","EAR NOSE & THROAT CENTERS OF NORTH TEXAS, P.A.",TX,21,4/5/20
"e $150,000-350,000","EARTH ENGINEERING, INC",TX,21,5/1/20
"e $150,000-350,000","EAST TEXAS FAMILY MEDICINE, PA",TX,21,4/6/20
"e $150,000-350,000",EASTWOOD ANIMAL CLINIC,TX,21,4/13/20
"e $150,000-350,000",EASY MONEY TRUCKING LLC,TX,21,4/14/20
"e $150,000-350,000",ECONSERVE LLC,TX,21,4/15/20
"e $150,000-350,000","EDWARD B. SCHULTZ & CO., LLC",TX,21,4/14/20
"e $150,000-350,000","EDWARD'S HOMES, INC",TX,21,4/4/20
"e $150,000-350,000",EL PASO CHILD GUIDANCE CENTER INC.,TX,21,4/4/20
"e $150,000-350,000","EL PASO PRIMARY HEALTHCARE PHYSICIANS, P.A.",TX,21,4/9/20
"e $150,000-350,000","ELEMENT ENTERPRISES, L.L.C.",TX,21,4/10/20
"e $150,000-350,000",ELITE LAWN & LANDSCAPING LLC,TX,21,4/13/20
"e $150,000-350,000","ELIZABETH CHRISTIAN PUBLIC RELATIONS, LLC",TX,21,4/4/20
"e $150,000-350,000",ELLERBE FINE FOODS LLC,TX,21,4/9/20
"e $150,000-350,000",ELLIS COUNTY AUTO REPAIR & USED CARS INC.,TX,21,4/6/20
"e $150,000-350,000","ELYSIAN LABORATORIES, LLC",TX,21,5/1/20
"e $150,000-350,000","EMERALD OAKS RETIREMENT COMMUNITY, LLC",TX,21,4/4/20
"e $150,000-350,000",EMPRESAS CORREA,TX,21,4/10/20
"e $150,000-350,000",ENFIELD NAILS LLC,TX,21,4/30/20
"e $150,000-350,000",ENRUD RESOURCES INC,TX,21,4/30/20
"e $150,000-350,000",ENVIROTECH DRILLING SERVICES,TX,21,4/11/20
"e $150,000-350,000","EQUIPOINT PARTNERS, LLC",TX,21,5/8/20
"e $150,000-350,000",ERFURT BLASTING COMPANY INC,TX,21,4/28/20
"e $150,000-350,000",ERNESTO'S DESIGNS INC,TX,21,4/11/20
"e $150,000-350,000",ERRE GP,TX,21,4/7/20
"e $150,000-350,000","ESPARZA PEST-CONTROL & ECO-LOGIC SYSTEM, INC",TX,21,4/14/20
"e $150,000-350,000","EVERYWARE, INC.",TX,21,4/7/20
"e $150,000-350,000",EXCALIBUR PAINT & COATINGS LTD,TX,21,4/3/20
"e $150,000-350,000",EXCALIBUR PLUMBING LLC,TX,21,5/1/20
"e $150,000-350,000","EXCELL ENVIRONMENTAL, INC.",TX,21,4/8/20
"e $150,000-350,000","EXCELL MACHINE CO., INC.",TX,21,4/29/20
"e $150,000-350,000",EXPERT CRATING INC,TX,21,4/27/20
"e $150,000-350,000","EXPRESS ELECTRICAL SERVICES, INC.",TX,21,4/27/20
"e $150,000-350,000","F &AMP; F CONCRETE, LLC",TX,21,5/1/20
"e $150,000-350,000","F.L. MALIK, INC",TX,21,4/12/20
"e $150,000-350,000",FACIAL & OCULOPLASTIC SURGERY CENTER OF,TX,21,4/5/20
"e $150,000-350,000",FAMILY COMPASS,TX,21,4/9/20
"e $150,000-350,000","FERRIS, FLINN & MEDINA LLC",TX,21,4/11/20
"e $150,000-350,000","FEUJI, INC.",TX,21,4/27/20
"e $150,000-350,000",FIOS INSIGHT LLC,TX,21,4/16/20
"e $150,000-350,000",FIREHOUSE LTD DBA FIREHOUSE,TX,21,4/12/20
"e $150,000-350,000",FIRST UNITED METHODIST CHURCH-LUFKIN,TX,21,4/7/20
"e $150,000-350,000",FLOWBACK SERVICES LLC,TX,21,4/30/20
"e $150,000-350,000",FORMULA WELLNESS LOVERS LANE LLC,TX,21,5/3/20
"e $150,000-350,000",FORMULA WELLNESS MANAGEMENT LLC,TX,21,4/7/20
"e $150,000-350,000","FORNIDA, LLC",TX,21,4/15/20
"e $150,000-350,000","FOX HOME BUILDERS IV, LP",TX,21,4/11/20
"e $150,000-350,000",FOX MITCHELL GROUP LLC,TX,21,4/30/20
"e $150,000-350,000","FPH AUTO LUBE &AMP; WASH, LLC",TX,21,4/3/20
"e $150,000-350,000",FPW MANAGEMENT AND SUPPORT SERVICES LLC,TX,21,4/28/20
"e $150,000-350,000",FREE LIGHTING CORPORATION,TX,21,5/3/20
"e $150,000-350,000",FRIEND'S PHARMACY LLC,TX,21,4/10/20
"e $150,000-350,000",FRITZ DUDA COMPANY LLC,TX,21,4/14/20
